service_id,date,exception_type
307-Weekday-1-DEC16-1111100,20170203,1
307-Weekday-1-DEC16-1111100,20170206,1
307-Weekday-1-DEC16-1111100,20170207,1
307-Weekday-1-DEC16-1111100,20170208,1
307-Weekday-1-DEC16-1111100,20170209,1
307-Weekday-1-DEC16-1111100,20170210,1
308-Weekday-1-DEC16-1111100,20170111,1
308-Weekday-1-DEC16-1111100,20170112,1
308-Weekday-1-DEC16-1111100,20170113,1
308-Weekday-1-DEC16-1111100,20170116,1
308-Weekday-1-DEC16-1111100,20170117,1
308-Weekday-1-DEC16-1111100,20170118,1
308-Weekday-1-DEC16-1111100,20170119,1
308-Weekday-1-DEC16-1111100,20170120,1
308-Weekday-1-DEC16-1111100,20170123,1
308-Weekday-1-DEC16-1111100,20170124,1
308-Weekday-1-DEC16-1111100,20170125,1
308-Weekday-1-DEC16-1111100,20170126,1
308-Weekday-1-DEC16-1111100,20170127,1
308-Weekday-1-DEC16-1111100,20170130,1
308-Weekday-1-DEC16-1111100,20170131,1
308-Weekday-1-DEC16-1111100,20170201,1
308-Weekday-1-DEC16-1111100,20170202,1
308-Weekday-1-DEC16-1111100,20170203,1
308-Weekday-1-DEC16-1111100,20170206,1
308-Weekday-1-DEC16-1111100,20170207,1
308-Weekday-1-DEC16-1111100,20170208,1
308-Weekday-1-DEC16-1111100,20170209,1
308-Weekday-1-DEC16-1111100,20170210,1
309-Weekday-1-DEC16-1111100,20170111,1
309-Weekday-1-DEC16-1111100,20170112,1
309-Weekday-1-DEC16-1111100,20170113,1
309-Weekday-1-DEC16-1111100,20170116,1
309-Weekday-1-DEC16-1111100,20170117,1
309-Weekday-1-DEC16-1111100,20170118,1
309-Weekday-1-DEC16-1111100,20170119,1
309-Weekday-1-DEC16-1111100,20170120,1
309-Weekday-1-DEC16-1111100,20170123,1
309-Weekday-1-DEC16-1111100,20170124,1
309-Weekday-1-DEC16-1111100,20170125,1
309-Weekday-1-DEC16-1111100,20170126,1
309-Weekday-1-DEC16-1111100,20170127,1
309-Weekday-1-DEC16-1111100,20170130,1
309-Weekday-1-DEC16-1111100,20170131,1
309-Weekday-1-DEC16-1111100,20170201,1
309-Weekday-1-DEC16-1111100,20170202,1
309-Weekday-1-DEC16-1111100,20170203,1
309-Weekday-1-DEC16-1111100,20170206,1
309-Weekday-1-DEC16-1111100,20170207,1
309-Weekday-1-DEC16-1111100,20170208,1
309-Weekday-1-DEC16-1111100,20170209,1
309-Weekday-1-DEC16-1111100,20170210,1
31-Saturday-1-DEC16-0000010,20170114,1
31-Saturday-1-DEC16-0000010,20170121,1
31-Saturday-1-DEC16-0000010,20170128,1
31-Saturday-1-DEC16-0000010,20170204,1
31-Saturday-1-DEC16-0000010,20170211,1
31-Weekday-1-DEC16-1111100,20170111,1
31-Weekday-1-DEC16-1111100,20170112,1
31-Weekday-1-DEC16-1111100,20170113,1
31-Weekday-1-DEC16-1111100,20170116,1
31-Weekday-1-DEC16-1111100,20170117,1
31-Weekday-1-DEC16-1111100,20170118,1
31-Weekday-1-DEC16-1111100,20170119,1
31-Weekday-1-DEC16-1111100,20170120,1
31-Weekday-1-DEC16-1111100,20170123,1
31-Weekday-1-DEC16-1111100,20170124,1
31-Weekday-1-DEC16-1111100,20170125,1
31-Weekday-1-DEC16-1111100,20170126,1
31-Weekday-1-DEC16-1111100,20170127,1
31-Weekday-1-DEC16-1111100,20170130,1
31-Weekday-1-DEC16-1111100,20170131,1
31-Weekday-1-DEC16-1111100,20170201,1
31-Weekday-1-DEC16-1111100,20170202,1
31-Weekday-1-DEC16-1111100,20170203,1
31-Weekday-1-DEC16-1111100,20170206,1
31-Weekday-1-DEC16-1111100,20170207,1
31-Weekday-1-DEC16-1111100,20170208,1
31-Weekday-1-DEC16-1111100,20170209,1
31-Weekday-1-DEC16-1111100,20170210,1
310-Saturday-1-DEC16-0000010,20170114,1
310-Saturday-1-DEC16-0000010,20170121,1
310-Saturday-1-DEC16-0000010,20170128,1
310-Saturday-1-DEC16-0000010,20170204,1
310-Saturday-1-DEC16-0000010,20170211,1
310-Weekday-1-DEC16-1111100,20170111,1
310-Weekday-1-DEC16-1111100,20170112,1
310-Weekday-1-DEC16-1111100,20170113,1
310-Weekday-1-DEC16-1111100,20170116,1
310-Weekday-1-DEC16-1111100,20170117,1
310-Weekday-1-DEC16-1111100,20170118,1
310-Weekday-1-DEC16-1111100,20170119,1
310-Weekday-1-DEC16-1111100,20170120,1
310-Weekday-1-DEC16-1111100,20170123,1
310-Weekday-1-DEC16-1111100,20170124,1
310-Weekday-1-DEC16-1111100,20170125,1
310-Weekday-1-DEC16-1111100,20170126,1
310-Weekday-1-DEC16-1111100,20170127,1
310-Weekday-1-DEC16-1111100,20170130,1
310-Weekday-1-DEC16-1111100,20170131,1
310-Weekday-1-DEC16-1111100,20170201,1
310-Weekday-1-DEC16-1111100,20170202,1
310-Weekday-1-DEC16-1111100,20170203,1
310-Weekday-1-DEC16-1111100,20170206,1
310-Weekday-1-DEC16-1111100,20170207,1
310-Weekday-1-DEC16-1111100,20170208,1
310-Weekday-1-DEC16-1111100,20170209,1
310-Weekday-1-DEC16-1111100,20170210,1
311-Weekday-1-DEC16-1111100,20170111,1
311-Weekday-1-DEC16-1111100,20170112,1
311-Weekday-1-DEC16-1111100,20170113,1
311-Weekday-1-DEC16-1111100,20170116,1
311-Weekday-1-DEC16-1111100,20170117,1
311-Weekday-1-DEC16-1111100,20170118,1
311-Weekday-1-DEC16-1111100,20170119,1
311-Weekday-1-DEC16-1111100,20170120,1
311-Weekday-1-DEC16-1111100,20170123,1
311-Weekday-1-DEC16-1111100,20170124,1
311-Weekday-1-DEC16-1111100,20170125,1
311-Weekday-1-DEC16-1111100,20170126,1
311-Weekday-1-DEC16-1111100,20170127,1
311-Weekday-1-DEC16-1111100,20170130,1
311-Weekday-1-DEC16-1111100,20170131,1
311-Weekday-1-DEC16-1111100,20170201,1
311-Weekday-1-DEC16-1111100,20170202,1
311-Weekday-1-DEC16-1111100,20170203,1
311-Weekday-1-DEC16-1111100,20170206,1
311-Weekday-1-DEC16-1111100,20170207,1
311-Weekday-1-DEC16-1111100,20170208,1
311-Weekday-1-DEC16-1111100,20170209,1
311-Weekday-1-DEC16-1111100,20170210,1
312-Saturday-1-DEC16-0000010,20170114,1
312-Saturday-1-DEC16-0000010,20170121,1
312-Saturday-1-DEC16-0000010,20170128,1
312-Saturday-1-DEC16-0000010,20170204,1
312-Saturday-1-DEC16-0000010,20170211,1
312-Weekday-1-DEC16-1111100,20170111,1
312-Weekday-1-DEC16-1111100,20170112,1
312-Weekday-1-DEC16-1111100,20170113,1
312-Weekday-1-DEC16-1111100,20170116,1
312-Weekday-1-DEC16-1111100,20170117,1
312-Weekday-1-DEC16-1111100,20170118,1
312-Weekday-1-DEC16-1111100,20170119,1
312-Weekday-1-DEC16-1111100,20170120,1
312-Weekday-1-DEC16-1111100,20170123,1
312-Weekday-1-DEC16-1111100,20170124,1
312-Weekday-1-DEC16-1111100,20170125,1
312-Weekday-1-DEC16-1111100,20170126,1
312-Weekday-1-DEC16-1111100,20170127,1
312-Weekday-1-DEC16-1111100,20170130,1
312-Weekday-1-DEC16-1111100,20170131,1
312-Weekday-1-DEC16-1111100,20170201,1
312-Weekday-1-DEC16-1111100,20170202,1
312-Weekday-1-DEC16-1111100,20170203,1
312-Weekday-1-DEC16-1111100,20170206,1
312-Weekday-1-DEC16-1111100,20170207,1
312-Weekday-1-DEC16-1111100,20170208,1
312-Weekday-1-DEC16-1111100,20170209,1
312-Weekday-1-DEC16-1111100,20170210,1
313-Saturday-1-DEC16-0000010,20170114,1
313-Saturday-1-DEC16-0000010,20170121,1
313-Saturday-1-DEC16-0000010,20170128,1
313-Saturday-1-DEC16-0000010,20170204,1
313-Saturday-1-DEC16-0000010,20170211,1
313-Weekday-1-DEC16-1111100,20170111,1
313-Weekday-1-DEC16-1111100,20170112,1
313-Weekday-1-DEC16-1111100,20170113,1
313-Weekday-1-DEC16-1111100,20170116,1
313-Weekday-1-DEC16-1111100,20170117,1
313-Weekday-1-DEC16-1111100,20170118,1
313-Weekday-1-DEC16-1111100,20170119,1
313-Weekday-1-DEC16-1111100,20170120,1
313-Weekday-1-DEC16-1111100,20170123,1
313-Weekday-1-DEC16-1111100,20170124,1
313-Weekday-1-DEC16-1111100,20170125,1
313-Weekday-1-DEC16-1111100,20170126,1
313-Weekday-1-DEC16-1111100,20170127,1
313-Weekday-1-DEC16-1111100,20170130,1
313-Weekday-1-DEC16-1111100,20170131,1
313-Weekday-1-DEC16-1111100,20170201,1
313-Weekday-1-DEC16-1111100,20170202,1
313-Weekday-1-DEC16-1111100,20170203,1
313-Weekday-1-DEC16-1111100,20170206,1
313-Weekday-1-DEC16-1111100,20170207,1
313-Weekday-1-DEC16-1111100,20170208,1
313-Weekday-1-DEC16-1111100,20170209,1
313-Weekday-1-DEC16-1111100,20170210,1
315-Weekday-1-DEC16-1111100,20170111,1
315-Weekday-1-DEC16-1111100,20170112,1
315-Weekday-1-DEC16-1111100,20170113,1
315-Weekday-1-DEC16-1111100,20170116,1
315-Weekday-1-DEC16-1111100,20170117,1
315-Weekday-1-DEC16-1111100,20170118,1
315-Weekday-1-DEC16-1111100,20170119,1
315-Weekday-1-DEC16-1111100,20170120,1
315-Weekday-1-DEC16-1111100,20170123,1
315-Weekday-1-DEC16-1111100,20170124,1
315-Weekday-1-DEC16-1111100,20170125,1
315-Weekday-1-DEC16-1111100,20170126,1
315-Weekday-1-DEC16-1111100,20170127,1
315-Weekday-1-DEC16-1111100,20170130,1
315-Weekday-1-DEC16-1111100,20170131,1
315-Weekday-1-DEC16-1111100,20170201,1
315-Weekday-1-DEC16-1111100,20170202,1
315-Weekday-1-DEC16-1111100,20170203,1
315-Weekday-1-DEC16-1111100,20170206,1
315-Weekday-1-DEC16-1111100,20170207,1
315-Weekday-1-DEC16-1111100,20170208,1
315-Weekday-1-DEC16-1111100,20170209,1
315-Weekday-1-DEC16-1111100,20170210,1
316-Weekday-1-DEC16-1111100,20170111,1
316-Weekday-1-DEC16-1111100,20170112,1
316-Weekday-1-DEC16-1111100,20170113,1
316-Weekday-1-DEC16-1111100,20170116,1
316-Weekday-1-DEC16-1111100,20170117,1
316-Weekday-1-DEC16-1111100,20170118,1
316-Weekday-1-DEC16-1111100,20170119,1
316-Weekday-1-DEC16-1111100,20170120,1
316-Weekday-1-DEC16-1111100,20170123,1
316-Weekday-1-DEC16-1111100,20170124,1
316-Weekday-1-DEC16-1111100,20170125,1
316-Weekday-1-DEC16-1111100,20170126,1
316-Weekday-1-DEC16-1111100,20170127,1
316-Weekday-1-DEC16-1111100,20170130,1
316-Weekday-1-DEC16-1111100,20170131,1
316-Weekday-1-DEC16-1111100,20170201,1
316-Weekday-1-DEC16-1111100,20170202,1
316-Weekday-1-DEC16-1111100,20170203,1
316-Weekday-1-DEC16-1111100,20170206,1
316-Weekday-1-DEC16-1111100,20170207,1
316-Weekday-1-DEC16-1111100,20170208,1
316-Weekday-1-DEC16-1111100,20170209,1
316-Weekday-1-DEC16-1111100,20170210,1
317-Saturday-1-DEC16-0000010,20170114,1
317-Saturday-1-DEC16-0000010,20170121,1
317-Saturday-1-DEC16-0000010,20170128,1
317-Saturday-1-DEC16-0000010,20170204,1
317-Saturday-1-DEC16-0000010,20170211,1
317-Sunday-1-DEC16-0000001,20170115,1
317-Sunday-1-DEC16-0000001,20170122,1
317-Sunday-1-DEC16-0000001,20170129,1
317-Sunday-1-DEC16-0000001,20170205,1
317-Weekday-1-DEC16-1111100,20170111,1
317-Weekday-1-DEC16-1111100,20170112,1
317-Weekday-1-DEC16-1111100,20170113,1
317-Weekday-1-DEC16-1111100,20170116,1
317-Weekday-1-DEC16-1111100,20170117,1
317-Weekday-1-DEC16-1111100,20170118,1
317-Weekday-1-DEC16-1111100,20170119,1
317-Weekday-1-DEC16-1111100,20170120,1
317-Weekday-1-DEC16-1111100,20170123,1
317-Weekday-1-DEC16-1111100,20170124,1
317-Weekday-1-DEC16-1111100,20170125,1
317-Weekday-1-DEC16-1111100,20170126,1
317-Weekday-1-DEC16-1111100,20170127,1
317-Weekday-1-DEC16-1111100,20170130,1
317-Weekday-1-DEC16-1111100,20170131,1
317-Weekday-1-DEC16-1111100,20170201,1
317-Weekday-1-DEC16-1111100,20170202,1
317-Weekday-1-DEC16-1111100,20170203,1
317-Weekday-1-DEC16-1111100,20170206,1
317-Weekday-1-DEC16-1111100,20170207,1
317-Weekday-1-DEC16-1111100,20170208,1
317-Weekday-1-DEC16-1111100,20170209,1
317-Weekday-1-DEC16-1111100,20170210,1
32-Weekday-1-DEC16-1111100,20170111,1
32-Weekday-1-DEC16-1111100,20170112,1
32-Weekday-1-DEC16-1111100,20170113,1
32-Weekday-1-DEC16-1111100,20170116,1
32-Weekday-1-DEC16-1111100,20170117,1
32-Weekday-1-DEC16-1111100,20170118,1
32-Weekday-1-DEC16-1111100,20170119,1
32-Weekday-1-DEC16-1111100,20170120,1
32-Weekday-1-DEC16-1111100,20170123,1
32-Weekday-1-DEC16-1111100,20170124,1
32-Weekday-1-DEC16-1111100,20170125,1
32-Weekday-1-DEC16-1111100,20170126,1
32-Weekday-1-DEC16-1111100,20170127,1
32-Weekday-1-DEC16-1111100,20170130,1
32-Weekday-1-DEC16-1111100,20170131,1
32-Weekday-1-DEC16-1111100,20170201,1
32-Weekday-1-DEC16-1111100,20170202,1
32-Weekday-1-DEC16-1111100,20170203,1
32-Weekday-1-DEC16-1111100,20170206,1
32-Weekday-1-DEC16-1111100,20170207,1
32-Weekday-1-DEC16-1111100,20170208,1
32-Weekday-1-DEC16-1111100,20170209,1
32-Weekday-1-DEC16-1111100,20170210,1
321-Weekday-1-DEC16-1111100,20170111,1
321-Weekday-1-DEC16-1111100,20170112,1
321-Weekday-1-DEC16-1111100,20170113,1
321-Weekday-1-DEC16-1111100,20170116,1
321-Weekday-1-DEC16-1111100,20170117,1
321-Weekday-1-DEC16-1111100,20170118,1
321-Weekday-1-DEC16-1111100,20170119,1
321-Weekday-1-DEC16-1111100,20170120,1
321-Weekday-1-DEC16-1111100,20170123,1
321-Weekday-1-DEC16-1111100,20170124,1
321-Weekday-1-DEC16-1111100,20170125,1
321-Weekday-1-DEC16-1111100,20170126,1
321-Weekday-1-DEC16-1111100,20170127,1
321-Weekday-1-DEC16-1111100,20170130,1
321-Weekday-1-DEC16-1111100,20170131,1
321-Weekday-1-DEC16-1111100,20170201,1
321-Weekday-1-DEC16-1111100,20170202,1
321-Weekday-1-DEC16-1111100,20170203,1
321-Weekday-1-DEC16-1111100,20170206,1
321-Weekday-1-DEC16-1111100,20170207,1
321-Weekday-1-DEC16-1111100,20170208,1
321-Weekday-1-DEC16-1111100,20170209,1
321-Weekday-1-DEC16-1111100,20170210,1
322-Saturday-1-DEC16-0000010,20170114,1
322-Saturday-1-DEC16-0000010,20170121,1
322-Saturday-1-DEC16-0000010,20170128,1
322-Saturday-1-DEC16-0000010,20170204,1
322-Saturday-1-DEC16-0000010,20170211,1
322-Sunday-1-DEC16-0000001,20170115,1
322-Sunday-1-DEC16-0000001,20170122,1
322-Sunday-1-DEC16-0000001,20170129,1
322-Sunday-1-DEC16-0000001,20170205,1
322-Weekday-1-DEC16-1111100,20170111,1
322-Weekday-1-DEC16-1111100,20170112,1
322-Weekday-1-DEC16-1111100,20170113,1
322-Weekday-1-DEC16-1111100,20170116,1
322-Weekday-1-DEC16-1111100,20170117,1
322-Weekday-1-DEC16-1111100,20170118,1
322-Weekday-1-DEC16-1111100,20170119,1
322-Weekday-1-DEC16-1111100,20170120,1
322-Weekday-1-DEC16-1111100,20170123,1
322-Weekday-1-DEC16-1111100,20170124,1
322-Weekday-1-DEC16-1111100,20170125,1
322-Weekday-1-DEC16-1111100,20170126,1
322-Weekday-1-DEC16-1111100,20170127,1
322-Weekday-1-DEC16-1111100,20170130,1
322-Weekday-1-DEC16-1111100,20170131,1
322-Weekday-1-DEC16-1111100,20170201,1
322-Weekday-1-DEC16-1111100,20170202,1
322-Weekday-1-DEC16-1111100,20170203,1
322-Weekday-1-DEC16-1111100,20170206,1
322-Weekday-1-DEC16-1111100,20170207,1
322-Weekday-1-DEC16-1111100,20170208,1
322-Weekday-1-DEC16-1111100,20170209,1
322-Weekday-1-DEC16-1111100,20170210,1
323-Saturday-1-DEC16-0000010,20170114,1
323-Saturday-1-DEC16-0000010,20170121,1
323-Saturday-1-DEC16-0000010,20170128,1
323-Saturday-1-DEC16-0000010,20170204,1
323-Saturday-1-DEC16-0000010,20170211,1
323-Sunday-1-DEC16-0000001,20170115,1
323-Sunday-1-DEC16-0000001,20170122,1
323-Sunday-1-DEC16-0000001,20170129,1
323-Sunday-1-DEC16-0000001,20170205,1
323-Weekday-1-DEC16-1111100,20170111,1
323-Weekday-1-DEC16-1111100,20170112,1
323-Weekday-1-DEC16-1111100,20170113,1
323-Weekday-1-DEC16-1111100,20170116,1
323-Weekday-1-DEC16-1111100,20170117,1
323-Weekday-1-DEC16-1111100,20170118,1
323-Weekday-1-DEC16-1111100,20170119,1
323-Weekday-1-DEC16-1111100,20170120,1
323-Weekday-1-DEC16-1111100,20170123,1
323-Weekday-1-DEC16-1111100,20170124,1
323-Weekday-1-DEC16-1111100,20170125,1
323-Weekday-1-DEC16-1111100,20170126,1
323-Weekday-1-DEC16-1111100,20170127,1
323-Weekday-1-DEC16-1111100,20170130,1
323-Weekday-1-DEC16-1111100,20170131,1
323-Weekday-1-DEC16-1111100,20170201,1
323-Weekday-1-DEC16-1111100,20170202,1
323-Weekday-1-DEC16-1111100,20170203,1
323-Weekday-1-DEC16-1111100,20170206,1
323-Weekday-1-DEC16-1111100,20170207,1
323-Weekday-1-DEC16-1111100,20170208,1
323-Weekday-1-DEC16-1111100,20170209,1
323-Weekday-1-DEC16-1111100,20170210,1
324-Saturday-1-DEC16-0000010,20170114,1
324-Saturday-1-DEC16-0000010,20170121,1
324-Saturday-1-DEC16-0000010,20170128,1
324-Saturday-1-DEC16-0000010,20170204,1
324-Saturday-1-DEC16-0000010,20170211,1
324-Sunday-1-DEC16-0000001,20170115,1
324-Sunday-1-DEC16-0000001,20170122,1
324-Sunday-1-DEC16-0000001,20170129,1
324-Sunday-1-DEC16-0000001,20170205,1
324-Weekday-1-DEC16-1111100,20170111,1
324-Weekday-1-DEC16-1111100,20170112,1
324-Weekday-1-DEC16-1111100,20170113,1
324-Weekday-1-DEC16-1111100,20170116,1
324-Weekday-1-DEC16-1111100,20170117,1
324-Weekday-1-DEC16-1111100,20170118,1
324-Weekday-1-DEC16-1111100,20170119,1
324-Weekday-1-DEC16-1111100,20170120,1
324-Weekday-1-DEC16-1111100,20170123,1
324-Weekday-1-DEC16-1111100,20170124,1
324-Weekday-1-DEC16-1111100,20170125,1
324-Weekday-1-DEC16-1111100,20170126,1
324-Weekday-1-DEC16-1111100,20170127,1
324-Weekday-1-DEC16-1111100,20170130,1
324-Weekday-1-DEC16-1111100,20170131,1
324-Weekday-1-DEC16-1111100,20170201,1
324-Weekday-1-DEC16-1111100,20170202,1
324-Weekday-1-DEC16-1111100,20170203,1
324-Weekday-1-DEC16-1111100,20170206,1
324-Weekday-1-DEC16-1111100,20170207,1
324-Weekday-1-DEC16-1111100,20170208,1
324-Weekday-1-DEC16-1111100,20170209,1
324-Weekday-1-DEC16-1111100,20170210,1
325-Saturday-1-DEC16-0000010,20170114,1
325-Saturday-1-DEC16-0000010,20170121,1
325-Saturday-1-DEC16-0000010,20170128,1
325-Saturday-1-DEC16-0000010,20170204,1
325-Saturday-1-DEC16-0000010,20170211,1
325-Sunday-1-DEC16-0000001,20170115,1
325-Sunday-1-DEC16-0000001,20170122,1
325-Sunday-1-DEC16-0000001,20170129,1
325-Sunday-1-DEC16-0000001,20170205,1
325-Weekday-1-DEC16-1111100,20170111,1
325-Weekday-1-DEC16-1111100,20170112,1
325-Weekday-1-DEC16-1111100,20170113,1
325-Weekday-1-DEC16-1111100,20170116,1
325-Weekday-1-DEC16-1111100,20170117,1
325-Weekday-1-DEC16-1111100,20170118,1
325-Weekday-1-DEC16-1111100,20170119,1
325-Weekday-1-DEC16-1111100,20170120,1
325-Weekday-1-DEC16-1111100,20170123,1
325-Weekday-1-DEC16-1111100,20170124,1
325-Weekday-1-DEC16-1111100,20170125,1
325-Weekday-1-DEC16-1111100,20170126,1
325-Weekday-1-DEC16-1111100,20170127,1
325-Weekday-1-DEC16-1111100,20170130,1
325-Weekday-1-DEC16-1111100,20170131,1
325-Weekday-1-DEC16-1111100,20170201,1
325-Weekday-1-DEC16-1111100,20170202,1
325-Weekday-1-DEC16-1111100,20170203,1
325-Weekday-1-DEC16-1111100,20170206,1
325-Weekday-1-DEC16-1111100,20170207,1
325-Weekday-1-DEC16-1111100,20170208,1
325-Weekday-1-DEC16-1111100,20170209,1
325-Weekday-1-DEC16-1111100,20170210,1
327-Weekday-1-DEC16-1111100,20170111,1
327-Weekday-1-DEC16-1111100,20170112,1
327-Weekday-1-DEC16-1111100,20170113,1
327-Weekday-1-DEC16-1111100,20170116,1
327-Weekday-1-DEC16-1111100,20170117,1
327-Weekday-1-DEC16-1111100,20170118,1
327-Weekday-1-DEC16-1111100,20170119,1
327-Weekday-1-DEC16-1111100,20170120,1
327-Weekday-1-DEC16-1111100,20170123,1
327-Weekday-1-DEC16-1111100,20170124,1
327-Weekday-1-DEC16-1111100,20170125,1
327-Weekday-1-DEC16-1111100,20170126,1
327-Weekday-1-DEC16-1111100,20170127,1
327-Weekday-1-DEC16-1111100,20170130,1
327-Weekday-1-DEC16-1111100,20170131,1
327-Weekday-1-DEC16-1111100,20170201,1
327-Weekday-1-DEC16-1111100,20170202,1
327-Weekday-1-DEC16-1111100,20170203,1
327-Weekday-1-DEC16-1111100,20170206,1
327-Weekday-1-DEC16-1111100,20170207,1
327-Weekday-1-DEC16-1111100,20170208,1
327-Weekday-1-DEC16-1111100,20170209,1
327-Weekday-1-DEC16-1111100,20170210,1
33-Saturday-1-DEC16-0000010,20170114,1
33-Saturday-1-DEC16-0000010,20170121,1
33-Saturday-1-DEC16-0000010,20170128,1
33-Saturday-1-DEC16-0000010,20170204,1
33-Saturday-1-DEC16-0000010,20170211,1
33-Sunday-1-DEC16-0000001,20170115,1
33-Sunday-1-DEC16-0000001,20170122,1
33-Sunday-1-DEC16-0000001,20170129,1
33-Sunday-1-DEC16-0000001,20170205,1
33-Weekday-1-DEC16-1111100,20170111,1
33-Weekday-1-DEC16-1111100,20170112,1
33-Weekday-1-DEC16-1111100,20170113,1
33-Weekday-1-DEC16-1111100,20170116,1
33-Weekday-1-DEC16-1111100,20170117,1
33-Weekday-1-DEC16-1111100,20170118,1
33-Weekday-1-DEC16-1111100,20170119,1
33-Weekday-1-DEC16-1111100,20170120,1
33-Weekday-1-DEC16-1111100,20170123,1
33-Weekday-1-DEC16-1111100,20170124,1
33-Weekday-1-DEC16-1111100,20170125,1
33-Weekday-1-DEC16-1111100,20170126,1
33-Weekday-1-DEC16-1111100,20170127,1
33-Weekday-1-DEC16-1111100,20170130,1
33-Weekday-1-DEC16-1111100,20170131,1
33-Weekday-1-DEC16-1111100,20170201,1
33-Weekday-1-DEC16-1111100,20170202,1
33-Weekday-1-DEC16-1111100,20170203,1
33-Weekday-1-DEC16-1111100,20170206,1
33-Weekday-1-DEC16-1111100,20170207,1
33-Weekday-1-DEC16-1111100,20170208,1
33-Weekday-1-DEC16-1111100,20170209,1
33-Weekday-1-DEC16-1111100,20170210,1
330-Saturday-1-DEC16-0000010,20170114,1
330-Saturday-1-DEC16-0000010,20170121,1
330-Saturday-1-DEC16-0000010,20170128,1
330-Saturday-1-DEC16-0000010,20170204,1
330-Saturday-1-DEC16-0000010,20170211,1
330-Sunday-1-DEC16-0000001,20170115,1
330-Sunday-1-DEC16-0000001,20170122,1
330-Sunday-1-DEC16-0000001,20170129,1
330-Sunday-1-DEC16-0000001,20170205,1
330-Weekday-1-DEC16-1111100,20170111,1
330-Weekday-1-DEC16-1111100,20170112,1
330-Weekday-1-DEC16-1111100,20170113,1
330-Weekday-1-DEC16-1111100,20170116,1
330-Weekday-1-DEC16-1111100,20170117,1
330-Weekday-1-DEC16-1111100,20170118,1
330-Weekday-1-DEC16-1111100,20170119,1
330-Weekday-1-DEC16-1111100,20170120,1
330-Weekday-1-DEC16-1111100,20170123,1
330-Weekday-1-DEC16-1111100,20170124,1
330-Weekday-1-DEC16-1111100,20170125,1
330-Weekday-1-DEC16-1111100,20170126,1
330-Weekday-1-DEC16-1111100,20170127,1
330-Weekday-1-DEC16-1111100,20170130,1
330-Weekday-1-DEC16-1111100,20170131,1
330-Weekday-1-DEC16-1111100,20170201,1
330-Weekday-1-DEC16-1111100,20170202,1
330-Weekday-1-DEC16-1111100,20170203,1
330-Weekday-1-DEC16-1111100,20170206,1
330-Weekday-1-DEC16-1111100,20170207,1
330-Weekday-1-DEC16-1111100,20170208,1
330-Weekday-1-DEC16-1111100,20170209,1
330-Weekday-1-DEC16-1111100,20170210,1
331-Weekday-1-DEC16-1111100,20170111,1
331-Weekday-1-DEC16-1111100,20170112,1
331-Weekday-1-DEC16-1111100,20170113,1
331-Weekday-1-DEC16-1111100,20170116,1
331-Weekday-1-DEC16-1111100,20170117,1
331-Weekday-1-DEC16-1111100,20170118,1
331-Weekday-1-DEC16-1111100,20170119,1
331-Weekday-1-DEC16-1111100,20170120,1
331-Weekday-1-DEC16-1111100,20170123,1
331-Weekday-1-DEC16-1111100,20170124,1
331-Weekday-1-DEC16-1111100,20170125,1
331-Weekday-1-DEC16-1111100,20170126,1
331-Weekday-1-DEC16-1111100,20170127,1
331-Weekday-1-DEC16-1111100,20170130,1
331-Weekday-1-DEC16-1111100,20170131,1
331-Weekday-1-DEC16-1111100,20170201,1
331-Weekday-1-DEC16-1111100,20170202,1
331-Weekday-1-DEC16-1111100,20170203,1
331-Weekday-1-DEC16-1111100,20170206,1
331-Weekday-1-DEC16-1111100,20170207,1
331-Weekday-1-DEC16-1111100,20170208,1
331-Weekday-1-DEC16-1111100,20170209,1
331-Weekday-1-DEC16-1111100,20170210,1
333-Weekday-1-DEC16-1111100,20170111,1
333-Weekday-1-DEC16-1111100,20170112,1
333-Weekday-1-DEC16-1111100,20170113,1
333-Weekday-1-DEC16-1111100,20170116,1
333-Weekday-1-DEC16-1111100,20170117,1
333-Weekday-1-DEC16-1111100,20170118,1
333-Weekday-1-DEC16-1111100,20170119,1
333-Weekday-1-DEC16-1111100,20170120,1
333-Weekday-1-DEC16-1111100,20170123,1
333-Weekday-1-DEC16-1111100,20170124,1
333-Weekday-1-DEC16-1111100,20170125,1
333-Weekday-1-DEC16-1111100,20170126,1
333-Weekday-1-DEC16-1111100,20170127,1
333-Weekday-1-DEC16-1111100,20170130,1
333-Weekday-1-DEC16-1111100,20170131,1
333-Weekday-1-DEC16-1111100,20170201,1
333-Weekday-1-DEC16-1111100,20170202,1
333-Weekday-1-DEC16-1111100,20170203,1
333-Weekday-1-DEC16-1111100,20170206,1
333-Weekday-1-DEC16-1111100,20170207,1
333-Weekday-1-DEC16-1111100,20170208,1
333-Weekday-1-DEC16-1111100,20170209,1
333-Weekday-1-DEC16-1111100,20170210,1
334-Saturday-1-DEC16-0000010,20170114,1
334-Saturday-1-DEC16-0000010,20170121,1
334-Saturday-1-DEC16-0000010,20170128,1
334-Saturday-1-DEC16-0000010,20170204,1
334-Saturday-1-DEC16-0000010,20170211,1
334-Sunday-1-DEC16-0000001,20170115,1
334-Sunday-1-DEC16-0000001,20170122,1
334-Sunday-1-DEC16-0000001,20170129,1
334-Sunday-1-DEC16-0000001,20170205,1
334-Weekday-1-DEC16-1111100,20170111,1
